id,english,japanese,part,level,wordbook_id,created_at,updated_at
3547,tap,軽く叩く,動詞,0700→0800,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3548,calculate,計算する,動詞,0700→0800,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3549,suspect,疑う,動詞,0700→0800,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3550,detect,見つける,動詞,0700→0800,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3551,attribute,～のせいにする,動詞,0700→0800,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3552,evaluate,評価する,動詞,0700→0800,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3553,accuse,告訴する,動詞,0700→0800,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3554,sue,訴える,動詞,0700→0800,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3555,retire,退く,動詞,0700→0800,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3556,shrink,縮む,動詞,0700→0800,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3557,bow,お辞儀する,動詞,0700→0800,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3558,peer,徐々に出て来る,動詞,0700→0800,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3559,delight,喜ばせる,動詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3560,relieve,軽減する,動詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3561,discourage,失望させる,動詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3562,frustrate,失望感を抱かせる,動詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3563,neglect,怠る,動詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3564,resist,抵抗する,動詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3565,restrict,制限する,動詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3566,eliminate,除外する,動詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3567,beat,打つ,動詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3568,defeat,負かす,動詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3569,punish,罰する,動詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3570,prohibit,禁止する,動詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3571,deserve,値する,動詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3572,pose,気取る,動詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3573,fold,折る,動詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3574,monitor,監視する,動詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3575,specialize,専攻する,動詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3576,accomplish,果たす,動詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3577,faith,信頼,動詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3578,ambition,野心,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3579,enthusiasm,熱中,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3580,honor,誇り,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3581,discount,割引,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3582,fare,運賃,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3583,frame,枠組み,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3584,mode,やり方,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3585,architecture,建築,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3586,sequence,連続,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3587,usage,用法,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3588,abuse,濫用,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3589,pesticide,殺虫剤,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3590,pollen,花粉,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3591,prefecture,県,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3592,geography,地理,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3593,administration,政権,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3594,candidate,候補者,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3595,rubbish,ごみ,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3596,bias,偏見,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3597,vice,悪徳,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3598,debt,借金）,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3599,prospect,展望,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3600,expedition,遠征,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3601,session,委員会,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3602,semester,学期,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3603,reef,岩礁,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3604,mineral,鉱物,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3605,sibling,兄弟姉妹,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3606,proverb,ことわざ,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3607,instinct,本能,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3608,minimum,最小限,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3609,millennium,千年間,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3610,donor,寄贈者,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3611,herd,群れ,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3612,league,同盟,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3613,cooperation,協働,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3614,fairy,妖精,名詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3615,precise,詳細な,形容詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3616,intense,強烈な,形容詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3617,solid,固体の,形容詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3618,permanent,長持ちする,形容詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3619,brief,簡潔な,形容詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3620,flexible,柔軟な,形容詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3621,informal,非公式の,形容詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3622,temporary,一時的な,形容詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3623,frequent,頻繁な,形容詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3624,visible,目に見える,形容詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3625,external,外側の,形容詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3626,internal,内部の,形容詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3627,plain,明らかな,形容詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3628,modest,謙虚な,形容詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3629,equivalent,同等の,形容詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3630,incredible,信じられない,形容詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3631,guilty,有罪の,形容詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3632,raw,生の,形容詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3633,manual,手の）の,形容詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3634,literary,文学の,形容詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3635,artificial,人工の,形容詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3636,sophisticated,洗練された,形容詞,0700→0800,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3637,polish,磨く,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3638,embrace,抱擁する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3639,compose,構成する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3640,imitate,真似をする,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3641,yield,産出する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3642,exhibit,展示する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3643,impress,印象付ける,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3644,overwhelm,圧倒する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3645,interrupt,邪魔する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3646,endure,耐える,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3647,confront,直面する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3648,consult,相談する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3649,bump,ぶつかる,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3650,dispute,議論する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3651,negotiate,交渉する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3652,justify,正当化する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3653,resolve,解決する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3654,reverse,逆転する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3655,convert,変換する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3656,impose,強いる,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3657,govern,統治する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3658,esteem,尊敬する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3659,assist,援助する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3660,rescue,救助する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3661,entertain,楽しませる,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3662,ruin,崩壊させる,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3663,bury,埋める,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3664,owe,借りがある）,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3665,chew,噛む,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3666,bend,曲げる,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3667,quote,引用する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3668,classify,分類する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3669,seal,封印する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3670,arrest,逮捕する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3671,substitute,代用する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3672,retain,保持する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3673,restore,回復する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3674,float,浮かぶ,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3675,leap,跳ぶ,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3676,blossom,開花する,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3677,merit,利点,動詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3678,faculty,能力,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3679,charm,魅力,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3680,nutrition,栄養摂取,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3681,beverage,飲料）の,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3682,recipe,料理法,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3683,molecule,分子,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3684,ecology,生態系,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3685,ethics,倫理,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3686,mankind,人類,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3687,nationality,国籍,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3688,pension,年金,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3689,scheme,計画,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3690,haven,港,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3691,formation,形成,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3692,skeleton,骨格,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3693,core,核,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3694,stem,幹,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3695,span,期間,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3696,limitation,制限,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3697,obstacle,障害,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3698,province,州,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3699,galaxy,銀河,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3700,sensation,感覚,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3701,sympathy,同情,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3702,pity,哀れみ,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3703,tragedy,悲劇,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3704,divorce,離婚,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3705,theft,窃盗,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3706,panic,混乱,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3707,retreat,撤退,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3708,jail,刑務所,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3709,blade,刃,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3710,stroke,なでる,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3711,clue,手がかり,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3712,queue,列,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3713,enterprise,企業,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3714,fortune,運,名詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3715,stable,安定した,形容詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3716,steady,徐々に,形容詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3717,mature,成熟した,形容詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3718,eager,熱心な,形容詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3719,reluctant,嫌々な,形容詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3720,humorous,滑稽な,形容詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3721,fluent,流暢な,形容詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3722,prime,主要な,形容詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3723,precious,大切な,形容詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3724,artistic,芸術の,形容詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3725,ethnic,民族の,形容詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3726,primitive,原始の,形容詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3727,federal,連邦の,形容詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3728,royal,王の,形容詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3729,mutual,相互の,形容詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3730,apparent,明らかな,形容詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3731,casual,何気ない,形容詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3732,slight,わずかな,形容詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3733,mere,単なる,形容詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3734,spare,余分な,形容詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3735,abstract,抽象的な,形容詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3736,ultimate,究極の,形容詞,0800→0900,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3737,venture,危険を冒して進む,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3738,chase,追う,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3739,migrate,移住する,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3740,flee,逃げる,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3741,swing,振る,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3742,hesitate,ためらう,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3743,postpone,延長する,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3744,withdraw,引っ込める,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3745,grip,握る,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3746,grab,掴む,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3747,grasp,握る,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3748,gaze,凝視する,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3749,scan,詳しく調べる,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3750,forecast,予報する,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3751,register,登録する,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3752,advocate,指示する,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3753,trigger,引き金を引く,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3754,cultivate,養う,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3755,qualify,資格を得る,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3756,interfere,邪魔する,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3757,clog,詰まる））→「塊,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3758,distract,気を散らす,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3759,forbid,禁ずる,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3760,deceive,だます,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3761,overlook,見落とす,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3762,dismiss,解散させる,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3763,spoil,台無しにする,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3764,yawn,あくびをする,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3765,greet,挨拶する,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
3766,nod,うなずく,動詞,0900→1000,1,2020-10-11 18:31:23 +0900,2020-10-11 18:31:23 +0900
